                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.57407,                0.39028,                 1.0429,                0.99063,                0.99583,                 0.9948,                 0.7804,                0.80743,                0.37676,                 1.2997,             0.00050744,             0.00050744,             0.00050744
                     78,                0.57757,                0.37723,                 1.0426,                0.98808,                      1,                  0.995,                0.81783,                0.73931,                0.34335,                 1.2285,             0.00050589,             0.00050589,             0.00050589
                     79,                0.58641,                0.38618,                 1.0529,                0.99256,                0.99805,                  0.995,                0.80492,                 0.7465,                 0.3491,                 1.2678,             0.00050434,             0.00050434,             0.00050434
                     80,                0.58148,                0.39543,                 1.0419,                0.98737,                0.99351,                 0.9948,                0.80682,                  0.756,                0.31857,                 1.2943,              0.0005028,              0.0005028,              0.0005028
                     81,                0.58122,                 0.3875,                 1.0437,                0.99333,                0.99994,                  0.995,                 0.7589,                0.85261,                0.44221,                 1.3582,             0.00050125,             0.00050125,             0.00050125
                     82,                0.58222,                0.39353,                 1.0487,                 0.9909,                      1,                  0.995,                0.81248,                0.71606,                0.31981,                 1.2109,              0.0004997,              0.0004997,              0.0004997
                     83,                0.57501,                0.37895,                 1.0491,                0.98139,                 0.9875,                0.99314,                0.77549,                0.83796,                 0.3591,                 1.3557,             0.00049816,             0.00049816,             0.00049816
                     84,                0.58766,                0.38101,                 1.0425,                0.99083,                 0.9972,                  0.995,                0.81122,                0.74879,                0.34045,                 1.2421,             0.00049661,             0.00049661,             0.00049661
                     85,                0.55978,                0.37184,                 1.0253,                0.97954,                0.99167,                0.99267,                0.78518,                0.79095,                0.38431,                 1.3388,             0.00049506,             0.00049506,             0.00049506
                     86,                0.57936,                0.38308,                 1.0454,                  0.985,                0.99779,                  0.995,                0.80379,                  0.781,                0.34372,                 1.2866,             0.00049352,             0.00049352,             0.00049352
                     87,                0.56732,                0.36993,                 1.0362,                0.98341,                0.99572,                0.99274,                0.80496,                0.70617,                0.35162,                 1.2412,             0.00049197,             0.00049197,             0.00049197
                     88,                0.54619,                 0.3627,                 1.0247,                0.99075,                0.99777,                  0.995,                0.79411,                0.76751,                0.36817,                   1.31,             0.00049042,             0.00049042,             0.00049042
                     89,                0.55454,                0.37228,                 1.0277,                0.98383,                      1,                0.99379,                0.79594,                0.74323,                0.34956,                 1.2376,             0.00048888,             0.00048888,             0.00048888
                     90,                0.54918,                0.37201,                 1.0296,                0.98511,                      1,                 0.9946,                0.79201,                0.77916,                0.36153,                 1.2771,             0.00048733,             0.00048733,             0.00048733
                     91,                0.56261,                0.35813,                 1.0326,                 0.9867,                      1,                 0.9948,                0.80717,                0.75474,                 0.3543,                 1.2606,             0.00048578,             0.00048578,             0.00048578
                     92,                0.55944,                0.37094,                 1.0325,                0.98794,                      1,                  0.995,                0.78226,                0.82227,                0.34999,                  1.342,             0.00048423,             0.00048423,             0.00048423
                     93,                0.54991,                0.36299,                 1.0254,                0.98596,                0.96988,                  0.995,                 0.8111,                0.73803,                 0.3671,                 1.2382,             0.00048269,             0.00048269,             0.00048269
                     94,                 0.5613,                0.36577,                 1.0305,                0.99022,                      1,                  0.995,                0.80136,                0.77249,                0.32547,                 1.2784,             0.00048114,             0.00048114,             0.00048114
                     95,                0.55285,                0.37146,                 1.0201,                0.98829,                      1,                  0.995,                0.80238,                0.72862,                0.34245,                 1.2406,             0.00047959,             0.00047959,             0.00047959
                     96,                0.56513,                 0.3759,                 1.0382,                0.99078,                0.99748,                  0.995,                0.80695,                0.72722,                0.35436,                   1.23,             0.00047805,             0.00047805,             0.00047805
                     97,                0.55145,                0.36247,                 1.0221,                0.98728,                      1,                 0.9944,                0.76935,                0.86802,                0.35567,                 1.4648,              0.0004765,              0.0004765,              0.0004765
                     98,                0.54547,                0.34816,                 1.0204,                0.98612,                0.99446,                0.99441,                0.79045,                0.78771,                 0.3521,                 1.3074,             0.00047495,             0.00047495,             0.00047495
                     99,                0.56471,                0.37578,                 1.0375,                 0.9842,                0.99449,                  0.995,                0.79391,                0.76227,                 0.3515,                 1.3225,             0.00047341,             0.00047341,             0.00047341
                    100,                0.54003,                 0.3611,                 1.0188,                 0.9907,                      1,                  0.995,                0.78551,                0.77925,                0.36674,                 1.3605,             0.00047186,             0.00047186,             0.00047186
                    101,                0.54518,                0.35895,                 1.0211,                0.99032,                0.99583,                 0.9948,                0.75928,                0.89498,                0.38563,                 1.4761,             0.00047031,             0.00047031,             0.00047031
                    102,                0.54522,                0.35608,                 1.0232,                0.98508,                0.99651,                 0.9946,                0.76663,                0.87822,                0.41857,                 1.4305,             0.00046877,             0.00046877,             0.00046877
                    103,                0.55817,                0.37159,                 1.0327,                0.98706,                0.99705,                  0.995,                0.79165,                0.81627,                0.36549,                 1.3329,             0.00046722,             0.00046722,             0.00046722
                    104,                0.55207,                0.35997,                 1.0244,                0.98829,                      1,                  0.995,                0.80505,                0.74836,                0.34441,                 1.2423,             0.00046567,             0.00046567,             0.00046567
                    105,                0.52712,                0.33912,                 1.0175,                0.98166,                      1,                 0.9938,                0.78425,                0.80274,                 0.3554,                 1.3128,             0.00046413,             0.00046413,             0.00046413
                    106,                0.53225,                 0.3592,                 1.0197,                   0.98,                0.99738,                0.99462,                0.78744,                0.79209,                0.38737,                 1.3099,             0.00046258,             0.00046258,             0.00046258
                    107,                0.55472,                 0.3593,                 1.0248,                0.99302,                0.99797,                  0.995,                0.83484,                0.68996,                0.31311,                 1.2022,             0.00046103,             0.00046103,             0.00046103
                    108,                0.54145,                0.35108,                 1.0224,                0.98881,                      1,                  0.995,                0.79358,                0.74962,                0.33859,                 1.2444,             0.00045948,             0.00045948,             0.00045948
                    109,                0.53437,                0.34476,                 1.0167,                0.98111,                0.99571,                  0.995,                0.78582,                0.81186,                0.35736,                 1.3625,             0.00045794,             0.00045794,             0.00045794
                    110,                0.52479,                0.34574,                 1.0142,                0.99297,                      1,                  0.995,                0.78035,                0.82569,                0.40452,                 1.3557,             0.00045639,             0.00045639,             0.00045639
                    111,                0.53071,                0.35344,                 1.0169,                0.99069,                0.99855,                  0.995,                0.79582,                 0.7865,                0.35074,                 1.3441,             0.00045484,             0.00045484,             0.00045484
                    112,                0.53382,                0.35221,                  1.013,                0.97863,                      1,                0.99402,                0.80197,                0.76405,                0.34785,                  1.285,              0.0004533,              0.0004533,              0.0004533
                    113,                 0.5317,                0.34765,                 1.0257,                0.97301,                0.99857,                  0.995,                0.76966,                0.82782,                0.39356,                 1.3842,             0.00045175,             0.00045175,             0.00045175
                    114,                0.52533,                0.33665,                 1.0117,                0.98176,                0.98374,                0.99233,                0.78057,                0.81503,                0.37498,                 1.3495,              0.0004502,              0.0004502,              0.0004502
                    115,                0.52492,                0.34344,                 1.0163,                0.98914,                0.99006,                0.99384,                0.78403,                0.81637,                0.36909,                 1.3327,             0.00044866,             0.00044866,             0.00044866
                    116,                0.50375,                0.32622,                0.99858,                0.98399,                0.99583,                0.99366,                0.80039,                0.75091,                0.36325,                 1.2889,             0.00044711,             0.00044711,             0.00044711
                    117,                 0.5264,                0.34175,                 1.0136,                0.98552,                0.99818,                  0.995,                0.79544,                0.77792,                0.33839,                 1.3161,             0.00044556,             0.00044556,             0.00044556
                    118,                0.50662,                0.33486,                 1.0018,                0.98741,                0.99546,                0.99446,                0.79131,                0.79803,                0.33905,                 1.3568,             0.00044402,             0.00044402,             0.00044402
                    119,                0.52938,                0.33932,                 1.0204,                0.97626,                0.99935,                0.99241,                0.80542,                0.73985,                0.34961,                 1.2666,             0.00044247,             0.00044247,             0.00044247
                    120,                0.53682,                0.35315,                 1.0235,                0.97442,                0.99406,                0.99315,                0.82187,                0.67857,                0.34456,                 1.1783,             0.00044092,             0.00044092,             0.00044092
                    121,                0.51553,                0.34142,                 1.0072,                0.98122,                0.99583,                0.99362,                0.79477,                0.74244,                0.36784,                 1.2558,             0.00043937,             0.00043937,             0.00043937
                    122,                0.52579,                 0.3416,                 1.0088,                0.97492,                0.99001,                0.99405,                0.79851,                  0.756,                0.35385,                 1.2875,             0.00043783,             0.00043783,             0.00043783
                    123,                 0.5078,                 0.3343,                 1.0008,                0.99036,                0.99879,                 0.9948,                0.81595,                0.68399,                0.35801,                 1.2162,             0.00043628,             0.00043628,             0.00043628
                    124,                0.50943,                 0.3307,                 1.0028,                0.97545,                0.99481,                 0.9934,                0.79653,                0.75722,                0.37681,                 1.3172,             0.00043473,             0.00043473,             0.00043473
                    125,                0.50414,                0.33562,                 1.0035,                0.97767,                0.99583,                0.99368,                0.81366,                0.74515,                 0.3356,                 1.2909,             0.00043319,             0.00043319,             0.00043319
                    126,                0.52325,                0.33255,                  1.006,                0.98317,                      1,                 0.9942,                0.77349,                0.83681,                0.38502,                 1.3817,             0.00043164,             0.00043164,             0.00043164
                    127,                0.51667,                0.33758,                  1.006,                0.98662,                      1,                 0.9948,                0.78188,                0.81331,                0.43172,                 1.3985,             0.00043009,             0.00043009,             0.00043009
                    128,                0.50634,                0.32811,                 1.0051,                0.98621,                0.99583,                  0.993,                0.79182,                 0.7692,                0.36008,                 1.3113,             0.00042855,             0.00042855,             0.00042855
                    129,                0.50867,                0.33623,                 1.0015,                0.98276,                0.97218,                0.98957,                0.80697,                0.68006,                0.35824,                 1.2167,               0.000427,               0.000427,               0.000427
                    130,                0.51239,                0.33104,                0.99903,                0.97755,                0.99583,                0.99272,                0.78306,                0.80692,                0.37739,                 1.3096,             0.00042545,             0.00042545,             0.00042545
                    131,                0.49107,                0.33345,                0.99727,                0.98285,                 0.9961,                0.99421,                0.81513,                0.72486,                0.35539,                 1.2412,             0.00042391,             0.00042391,             0.00042391
                    132,                0.49301,                0.32434,                0.99916,                0.98344,                0.99412,                0.99347,                0.79557,                 0.7532,                0.34948,                 1.3131,             0.00042236,             0.00042236,             0.00042236
                    133,                 0.4979,                0.32342,                  1.002,                0.98709,                0.99346,                0.99425,                0.80153,                0.73989,                0.35504,                 1.2572,             0.00042081,             0.00042081,             0.00042081
                    134,                0.49928,                0.32479,                0.99602,                 0.9812,                0.99592,                0.99316,                0.81364,                0.73324,                0.33851,                 1.2493,             0.00041927,             0.00041927,             0.00041927
                    135,                0.49837,                 0.3287,                0.99557,                0.97628,                      1,                0.99402,                0.79733,                0.75167,                0.36935,                  1.302,             0.00041772,             0.00041772,             0.00041772
                    136,                0.50735,                0.31862,                 1.0031,                0.98583,                      1,                 0.9944,                0.78625,                0.81769,                0.40884,                  1.383,             0.00041617,             0.00041617,             0.00041617
                    137,                0.49595,                0.31747,                 1.0001,                0.99246,                0.99909,                  0.995,                0.79675,                0.78481,                0.37363,                 1.3505,             0.00041462,             0.00041462,             0.00041462
                    138,                0.48976,                0.31557,                 0.9884,                0.98873,                 0.9958,                0.99379,                0.81054,                0.71596,                0.35624,                  1.281,             0.00041308,             0.00041308,             0.00041308
                    139,                0.50118,                0.31583,                0.99806,                0.98845,                0.99279,                0.99421,                0.79986,                0.74824,                0.37418,                 1.3086,             0.00041153,             0.00041153,             0.00041153
                    140,                0.48994,                0.31754,                0.99541,                0.98839,                0.99754,                 0.9948,                0.78648,                0.81447,                0.38775,                 1.4202,             0.00040998,             0.00040998,             0.00040998
                    141,                0.48717,                0.31566,                0.98809,                0.98246,                0.99526,                0.99446,                0.80437,                0.76119,                0.34343,                  1.335,             0.00040844,             0.00040844,             0.00040844
                    142,                0.48454,                0.30924,                0.98879,                0.97832,                0.98708,                0.99401,                0.76999,                0.84426,                0.40343,                 1.4189,             0.00040689,             0.00040689,             0.00040689
                    143,                0.48668,                0.31665,                0.99222,                0.98691,                0.99525,                0.99441,                0.77623,                0.79578,                0.37196,                 1.3526,             0.00040534,             0.00040534,             0.00040534
                    144,                0.48499,                0.30743,                0.99173,                0.98438,                0.99729,                0.99317,                0.81286,                0.72352,                0.34559,                 1.2802,              0.0004038,              0.0004038,              0.0004038
                    145,                0.48616,                0.30932,                0.98921,                0.98689,                 0.9984,                 0.9944,                0.79942,                0.74675,                0.35714,                 1.3181,             0.00040225,             0.00040225,             0.00040225
                    146,                0.48344,                0.30592,                0.98782,                0.98313,                0.99414,                0.99431,                0.80518,                0.73585,                 0.3625,                 1.3186,              0.0004007,              0.0004007,              0.0004007
                    147,                0.48102,                0.31064,                0.99347,                0.98921,                0.99583,                0.99404,                0.80054,                0.75294,                0.37244,                 1.3026,             0.00039916,             0.00039916,             0.00039916
                    148,                0.47838,                0.31277,                0.98295,                0.99413,                0.99583,                0.99462,                0.78897,                 0.8094,                 0.3725,                 1.4339,             0.00039761,             0.00039761,             0.00039761
                    149,                0.48047,                0.30917,                0.98813,                 0.9776,                0.99443,                0.99402,                0.78767,                0.78828,                0.38711,                 1.3788,             0.00039606,             0.00039606,             0.00039606
                    150,                0.48162,                0.30201,                0.98251,                 0.9768,                0.99862,                0.99383,                  0.781,                0.83991,                0.36554,                 1.4453,             0.00039452,             0.00039452,             0.00039452
                    151,                0.47587,                0.30536,                0.97936,                0.97996,                0.98355,                0.99233,                0.78587,                0.82625,                0.36153,                 1.4398,             0.00039297,             0.00039297,             0.00039297
                    152,                0.47648,                0.29912,                0.98022,                0.97744,                0.99613,                0.99297,                0.78956,                0.78036,                0.35169,                 1.3725,             0.00039142,             0.00039142,             0.00039142
                    153,                0.48046,                0.30844,                0.98343,                0.99207,                0.99353,                0.99462,                0.80779,                0.72008,                0.35553,                 1.2854,             0.00038988,             0.00038988,             0.00038988
                    154,                0.47882,                0.31392,                0.98441,                0.98536,                      1,                  0.995,                0.79708,                0.75544,                0.34029,                 1.2868,             0.00038833,             0.00038833,             0.00038833
                    155,                0.48418,                0.31873,                0.98854,                 0.9903,                      1,                  0.995,                0.78239,                0.80298,                 0.4054,                 1.4053,             0.00038678,             0.00038678,             0.00038678
                    156,                0.47344,                 0.3116,                0.98367,                0.98559,                0.99936,                  0.995,                 0.7822,                0.77625,                0.36653,                 1.3576,             0.00038523,             0.00038523,             0.00038523
                    157,                0.47669,                0.30218,                0.98297,                0.99134,                0.99583,                0.99446,                0.79027,                0.79479,                 0.3782,                 1.3946,             0.00038369,             0.00038369,             0.00038369
