                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.46185,                0.57736,                0.96442,                0.99197,                0.92804,                0.94506,                0.82253,                0.57106,                0.63835,                 1.0907,             0.00030331,             0.00030331,             0.00030331
                    155,                0.52516,                0.65921,                 1.0194,                0.99159,                0.92697,                0.94513,                0.82876,                0.57391,                0.63631,                 1.1028,             0.00029713,             0.00029713,             0.00029713
                    156,                0.48924,                0.55697,                0.96436,                0.98867,                0.92694,                0.94514,                  0.816,                0.57062,                0.63257,                 1.1062,             0.00029094,             0.00029094,             0.00029094
                    157,                0.47271,                0.60655,                0.96834,                0.98867,                0.92694,                0.94514,                  0.816,                0.57062,                0.63257,                 1.1062,             0.00028475,             0.00028475,             0.00028475
                    158,                0.53348,                0.59613,                0.98648,                0.98523,                 0.9268,                 0.9451,                0.81401,                0.56327,                0.64445,                 1.1044,             0.00027856,             0.00027856,             0.00027856
                    159,                0.45403,                 0.5637,                0.96357,                0.98299,                0.92683,                0.94513,                0.81706,                0.55503,                 0.6485,                 1.1043,             0.00027237,             0.00027237,             0.00027237
                    160,                 0.4003,                0.52655,                0.93821,                0.98194,                 0.9269,                0.94516,                0.81599,                0.54849,                 0.6385,                 1.1063,             0.00026619,             0.00026619,             0.00026619
                    161,                0.44763,                0.59673,                0.97359,                0.98194,                 0.9269,                0.94516,                0.81599,                0.54849,                 0.6385,                 1.1063,                0.00026,                0.00026,                0.00026
                    162,                0.45357,                0.53268,                0.95339,                0.98189,                  0.927,                0.94513,                0.81404,                0.54289,                0.63212,                 1.1074,             0.00025381,             0.00025381,             0.00025381
                    163,                0.42246,                0.58212,                0.94341,                0.98393,                0.92714,                 0.9451,                0.81446,                0.54211,                 0.6187,                 1.1117,             0.00024762,             0.00024762,             0.00024762
                    164,                 0.4368,                0.62318,                 0.9436,                0.98735,                0.92732,                0.94509,                0.81805,                0.53717,                0.60949,                 1.1098,             0.00024144,             0.00024144,             0.00024144
                    165,                0.40068,                0.53367,                0.92369,                0.98735,                0.92732,                0.94509,                0.81805,                0.53717,                0.60949,                 1.1098,             0.00023525,             0.00023525,             0.00023525
                    166,                0.36865,                0.52415,                0.89839,                 0.9935,                0.92807,                0.94514,                0.81896,                0.53363,                0.59896,                 1.1114,             0.00022906,             0.00022906,             0.00022906
                    167,                0.36074,                0.52926,                0.91347,                0.99296,                0.93119,                0.94513,                0.81793,                0.53388,                0.58908,                 1.1135,             0.00022288,             0.00022288,             0.00022288
                    168,                0.41188,                0.55508,                0.92758,                 0.9925,                0.93459,                0.94513,                0.81903,                0.53753,                0.57882,                 1.1194,             0.00021669,             0.00021669,             0.00021669
                    169,                 0.4164,                0.52656,                0.94537,                 0.9925,                0.93459,                0.94513,                0.81903,                0.53753,                0.57882,                 1.1194,              0.0002105,              0.0002105,              0.0002105
                    170,                0.40288,                0.51163,                0.88387,                 0.9906,                0.93781,                0.94515,                0.81921,                0.53788,                0.56842,                 1.1208,             0.00020431,             0.00020431,             0.00020431
