                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    245,                0.42988,                0.27865,                0.94315,                0.99585,                0.99174,                0.99496,                0.79423,                0.78348,                0.31256,                 1.4831,              0.0075844,              0.0075844,              0.0075844
                    246,                0.43422,                0.27809,                0.93937,                0.99484,                0.99167,                  0.995,                0.79526,                0.78064,                0.31062,                 1.4826,              0.0075745,              0.0075745,              0.0075745
                    247,                0.43444,                0.27828,                0.94483,                0.99112,                0.99664,                  0.995,                0.79652,                0.78105,                0.30929,                 1.4856,              0.0075646,              0.0075646,              0.0075646
                    248,                0.44062,                0.28172,                0.94921,                0.98919,                      1,                  0.995,                0.79211,                0.78813,                0.30903,                 1.4984,              0.0075547,              0.0075547,              0.0075547
                    249,                0.43158,                0.27993,                0.94099,                 0.9903,                      1,                  0.995,                0.79407,                0.78543,                0.31222,                 1.4936,              0.0075448,              0.0075448,              0.0075448
                    250,                0.43609,                0.27946,                0.94426,                0.99089,                0.99874,                  0.995,                0.79257,                0.78302,                0.31224,                  1.494,              0.0075349,              0.0075349,              0.0075349
                    251,                0.43404,                0.27512,                0.94277,                0.99297,                0.99853,                  0.995,                0.79373,                0.77929,                0.31503,                 1.4897,               0.007525,               0.007525,               0.007525
                    252,                0.42556,                0.27045,                0.94007,                 0.9934,                0.99881,                  0.995,                0.79376,                0.77432,                0.32126,                 1.4819,              0.0075151,              0.0075151,              0.0075151
                    253,                0.42221,                0.27741,                0.94225,                0.99171,                0.99973,                  0.995,                0.79282,                0.77123,                0.32105,                 1.4746,              0.0075052,              0.0075052,              0.0075052
                    254,                0.42322,                0.27227,                0.93844,                0.99113,                      1,                  0.995,                0.79193,                0.76952,                0.31977,                 1.4807,              0.0074953,              0.0074953,              0.0074953
                    255,                0.42731,                 0.2743,                0.94114,                0.99201,                0.99937,                  0.995,                0.79444,                0.76823,                0.31834,                 1.4822,              0.0074854,              0.0074854,              0.0074854
                    256,                0.42986,                0.28034,                0.94091,                0.99219,                0.99937,                  0.995,                0.79583,                0.76242,                 0.3245,                 1.4748,              0.0074755,              0.0074755,              0.0074755
                    257,                0.42642,                0.27598,                0.93935,                 0.9911,                0.99964,                  0.995,                0.79225,                0.76304,                0.32565,                 1.4798,              0.0074656,              0.0074656,              0.0074656
                    258,                0.42443,                0.27031,                0.93964,                0.99085,                0.99956,                  0.995,                0.79322,                0.76023,                0.32656,                  1.476,              0.0074557,              0.0074557,              0.0074557
                    259,                0.43338,                0.27903,                0.94201,                0.99184,                0.99776,                  0.995,                0.79399,                0.76779,                0.31503,                 1.4934,              0.0074458,              0.0074458,              0.0074458
                    260,                0.43361,                0.27447,                 0.9401,                0.99076,                 0.9993,                  0.995,                0.79587,                0.76648,                0.31159,                 1.4904,              0.0074359,              0.0074359,              0.0074359
                    261,                0.42811,                0.27729,                0.93958,                0.99081,                0.99938,                  0.995,                0.79705,                 0.7667,                0.30856,                 1.4922,               0.007426,               0.007426,               0.007426
                    262,                0.43182,                0.27863,                0.94168,                0.99078,                0.99923,                  0.995,                0.79948,                0.76151,                 0.3129,                 1.4784,              0.0074161,              0.0074161,              0.0074161
                    263,                0.41834,                0.27282,                0.93641,                0.99115,                0.99878,                  0.995,                0.79983,                0.76244,                0.31274,                 1.4803,              0.0074062,              0.0074062,              0.0074062
                    264,                0.42613,                0.27154,                0.93654,                0.99213,                0.99934,                  0.995,                0.79823,                0.76274,                0.31325,                 1.4811,              0.0073963,              0.0073963,              0.0073963
                    265,                0.42706,                0.27623,                0.94021,                0.99191,                0.99978,                  0.995,                0.80016,                0.76359,                0.31085,                  1.482,              0.0073864,              0.0073864,              0.0073864
                    266,                0.42405,                0.27893,                0.93401,                0.99163,                0.99974,                  0.995,                0.80049,                0.77133,                0.30722,                 1.4938,              0.0073765,              0.0073765,              0.0073765
                    267,                0.42249,                0.27041,                0.93627,                0.99096,                0.99842,                  0.995,                0.80002,                0.77202,                0.30724,                 1.4952,              0.0073666,              0.0073666,              0.0073666
                    268,                0.42348,                  0.272,                  0.939,                0.99079,                 0.9987,                  0.995,                0.79937,                0.77385,                0.30863,                 1.4946,              0.0073567,              0.0073567,              0.0073567
                    269,                0.42387,                 0.2734,                0.93968,                0.99072,                      1,                  0.995,                 0.8002,                0.77435,                0.30977,                 1.4973,              0.0073468,              0.0073468,              0.0073468
                    270,                0.42081,                0.27543,                0.93573,                 0.9907,                0.99745,                  0.995,                0.79856,                0.77804,                0.30938,                 1.5023,              0.0073369,              0.0073369,              0.0073369
                    271,                0.41601,                0.27329,                0.93996,                0.99173,                0.99818,                  0.995,                0.79997,                  0.777,                0.31046,                 1.5009,               0.007327,               0.007327,               0.007327
                    272,                0.42776,                0.27678,                0.94344,                0.99278,                0.99838,                  0.995,                0.80013,                0.77685,                 0.3119,                 1.5021,              0.0073171,              0.0073171,              0.0073171
                    273,                0.42054,                0.27121,                0.94019,                0.99244,                0.99768,                  0.995,                0.79895,                0.77486,                0.31363,                 1.5012,              0.0073072,              0.0073072,              0.0073072
                    274,                0.41685,                0.26694,                0.93464,                0.99378,                0.99648,                  0.995,                0.80109,                0.76975,                0.31586,                 1.4939,              0.0072973,              0.0072973,              0.0072973
                    275,                0.41408,                0.26988,                0.93263,                0.99282,                0.99664,                0.99496,                0.80317,                0.76816,                0.31528,                 1.4913,              0.0072874,              0.0072874,              0.0072874
                    276,                0.41585,                0.27449,                0.93861,                0.99333,                0.99503,                0.99496,                0.80263,                0.76207,                0.32099,                 1.4764,              0.0072775,              0.0072775,              0.0072775
                    277,                0.42136,                 0.2652,                0.93944,                0.99329,                0.99554,                0.99496,                0.80452,                0.76347,                0.32035,                 1.4784,              0.0072676,              0.0072676,              0.0072676
                    278,                0.41274,                0.26768,                0.93475,                0.99334,                0.99791,                  0.995,                0.80463,                0.76147,                0.31988,                 1.4768,              0.0072577,              0.0072577,              0.0072577
                    279,                 0.4178,                0.26691,                0.93946,                0.99467,                0.99695,                  0.995,                0.80408,                0.76375,                0.31837,                 1.4832,              0.0072478,              0.0072478,              0.0072478
                    280,                0.41901,                0.27317,                0.93819,                0.99372,                0.99723,                  0.995,                 0.8058,                0.75884,                 0.3162,                 1.4755,              0.0072379,              0.0072379,              0.0072379
                    281,                0.41646,                 0.2629,                0.93472,                0.99482,                0.99542,                0.99496,                0.80401,                0.75902,                 0.3168,                 1.4757,               0.007228,               0.007228,               0.007228
                    282,                0.42018,                0.26393,                0.93649,                0.99458,                0.99629,                  0.995,                0.80417,                0.75893,                0.31596,                 1.4748,              0.0072181,              0.0072181,              0.0072181
                    283,                 0.4196,                0.26826,                0.93226,                0.99184,                0.99684,                  0.995,                0.80555,                0.75671,                0.31575,                 1.4717,              0.0072082,              0.0072082,              0.0072082
                    284,                0.41512,                0.27121,                0.93286,                0.99102,                0.99641,                  0.995,                0.80539,                0.75645,                0.31489,                 1.4746,              0.0071983,              0.0071983,              0.0071983
                    285,                0.41233,                0.26444,                0.93628,                0.99092,                0.99633,                  0.995,                0.80606,                0.75633,                0.31206,                 1.4761,              0.0071884,              0.0071884,              0.0071884
                    286,                0.41513,                0.26332,                0.93591,                0.99281,                0.99617,                  0.995,                0.80566,                0.75499,                0.31319,                 1.4759,              0.0071785,              0.0071785,              0.0071785
                    287,                0.41101,                0.26607,                0.93274,                0.99105,                0.99827,                  0.995,                0.80493,                0.75641,                0.31191,                 1.4795,              0.0071686,              0.0071686,              0.0071686
                    288,                 0.4144,                0.26767,                0.93495,                0.99569,                0.99351,                  0.995,                0.80448,                0.75537,                0.31266,                 1.4817,              0.0071587,              0.0071587,              0.0071587
                    289,                0.41752,                0.26896,                 0.9355,                0.99523,                0.99404,                  0.995,                0.80425,                0.75743,                 0.3154,                 1.4845,              0.0071488,              0.0071488,              0.0071488
                    290,                0.41374,                0.26952,                0.93348,                0.98909,                 0.9974,                  0.995,                0.80297,                0.75753,                0.31637,                 1.4873,              0.0071389,              0.0071389,              0.0071389
                    291,                0.40794,                0.26211,                0.93084,                0.98878,                0.99832,                  0.995,                0.80294,                0.76046,                0.31556,                 1.4956,               0.007129,               0.007129,               0.007129
                    292,                0.41075,                0.26577,                0.93201,                0.99193,                0.99649,                  0.995,                0.80201,                0.76151,                0.31391,                 1.4964,              0.0071191,              0.0071191,              0.0071191
                    293,                 0.4055,                 0.2622,                0.92907,                0.99166,                0.99591,                  0.995,                0.80111,                0.76352,                0.31393,                 1.4996,              0.0071092,              0.0071092,              0.0071092
                    294,                0.40604,                0.26105,                0.92895,                0.99415,                0.99474,                  0.995,                0.80141,                0.76451,                0.31247,                  1.499,              0.0070993,              0.0070993,              0.0070993
                    295,                0.40621,                0.26503,                0.93202,                0.99337,                0.99498,                  0.995,                0.80023,                 0.7658,                0.31201,                  1.501,              0.0070894,              0.0070894,              0.0070894
                    296,                0.41526,                0.26705,                0.93787,                0.99265,                0.99703,                  0.995,                0.80073,                0.76365,                0.31429,                 1.4978,              0.0070795,              0.0070795,              0.0070795
                    297,                0.40666,                0.26289,                0.93254,                0.99321,                0.99607,                  0.995,                0.80205,                 0.7638,                0.31172,                 1.5003,              0.0070696,              0.0070696,              0.0070696
                    298,                0.41031,                0.26798,                0.93557,                0.99471,                 0.9947,                  0.995,                0.80361,                0.76372,                0.31074,                 1.5017,              0.0070597,              0.0070597,              0.0070597
                    299,                0.41214,                 0.2719,                  0.935,                0.99299,                0.99534,                  0.995,                0.80357,                0.76495,                0.31154,                  1.505,              0.0070498,              0.0070498,              0.0070498
                    300,                 0.4075,                0.26871,                0.92527,                0.99238,                 0.9935,                  0.995,                0.80244,                0.76691,                0.30761,                 1.5122,              0.0070399,              0.0070399,              0.0070399
                    301,                0.40832,                0.26149,                0.93031,                0.99531,                0.99123,                  0.995,                0.80245,                0.76988,                 0.3053,                 1.5229,                0.00703,                0.00703,                0.00703
                    302,                0.40534,                0.26247,                0.93163,                0.99527,                0.99131,                  0.995,                0.80323,                0.77058,                0.30549,                 1.5243,              0.0070201,              0.0070201,              0.0070201
                    303,                0.40258,                0.26543,                0.92874,                0.99508,                0.99152,                  0.995,                0.80302,                0.77234,                0.30684,                 1.5264,              0.0070102,              0.0070102,              0.0070102
                    304,                0.40172,                0.26052,                0.92867,                0.99497,                0.99173,                  0.995,                0.80326,                0.77249,                0.30659,                  1.527,              0.0070003,              0.0070003,              0.0070003
                    305,                0.40894,                0.26518,                0.93249,                0.99489,                0.99239,                  0.995,                0.80102,                0.77362,                0.30742,                 1.5285,              0.0069904,              0.0069904,              0.0069904
                    306,                0.39737,                0.26026,                 0.9262,                0.99472,                0.99279,                  0.995,                0.80151,                 0.7753,                 0.3077,                 1.5304,              0.0069805,              0.0069805,              0.0069805
                    307,                0.40383,                0.26342,                0.92874,                 0.9946,                0.99281,                  0.995,                0.80073,                0.77692,                0.30771,                 1.5298,              0.0069706,              0.0069706,              0.0069706
                    308,                0.40548,                0.26365,                0.92865,                0.99467,                0.99265,                  0.995,                0.80006,                0.77705,                0.30802,                 1.5302,              0.0069607,              0.0069607,              0.0069607
                    309,                0.40402,                0.26331,                 0.9277,                0.99512,                0.99251,                  0.995,                0.80078,                0.77797,                0.30743,                 1.5302,              0.0069508,              0.0069508,              0.0069508
                    310,                 0.4046,                0.26049,                 0.9276,                0.99493,                0.99261,                  0.995,                0.80055,                0.77881,                0.30769,                 1.5301,              0.0069409,              0.0069409,              0.0069409
                    311,                0.40484,                0.25889,                0.93186,                0.99465,                0.99278,                  0.995,                0.80141,                0.77963,                0.30681,                 1.5343,               0.006931,               0.006931,               0.006931
                    312,                 0.4049,                0.25909,                 0.9299,                 0.9935,                0.99346,                  0.995,                0.80137,                0.77893,                0.30703,                 1.5338,              0.0069211,              0.0069211,              0.0069211
                    313,                0.40354,                0.25561,                0.92714,                0.99397,                0.99371,                  0.995,                0.80132,                0.77741,                0.30697,                 1.5292,              0.0069112,              0.0069112,              0.0069112
                    314,                0.39578,                0.25519,                0.92455,                0.99405,                0.99481,                  0.995,                0.80193,                0.77763,                0.30641,                 1.5294,              0.0069013,              0.0069013,              0.0069013
                    315,                0.40937,                0.26741,                0.93068,                0.99395,                0.99605,                  0.995,                 0.8023,                0.77899,                0.30678,                 1.5311,              0.0068914,              0.0068914,              0.0068914
                    316,                0.41233,                 0.2637,                0.93297,                0.99417,                0.99572,                  0.995,                0.80293,                0.78055,                0.30656,                  1.533,              0.0068815,              0.0068815,              0.0068815
                    317,                0.40295,                0.26348,                0.92561,                 0.9941,                 0.9957,                  0.995,                0.80293,                0.78176,                0.30572,                 1.5336,              0.0068716,              0.0068716,              0.0068716
                    318,                0.40146,                0.26115,                0.92791,                0.99403,                0.99546,                  0.995,                0.80276,                0.78335,                0.30616,                 1.5366,              0.0068617,              0.0068617,              0.0068617
                    319,                0.40208,                 0.2579,                0.92703,                0.99446,                0.99531,                  0.995,                0.80145,                0.78472,                0.30526,                 1.5387,              0.0068518,              0.0068518,              0.0068518
                    320,                0.40086,                0.26172,                 0.9294,                0.99436,                 0.9949,                  0.995,                0.80114,                0.78485,                0.30562,                 1.5384,              0.0068419,              0.0068419,              0.0068419
                    321,                0.40565,                0.25988,                0.93279,                0.99452,                0.99432,                  0.995,                 0.8018,                0.78454,                0.30426,                 1.5395,               0.006832,               0.006832,               0.006832
                    322,                0.39562,                 0.2631,                0.92499,                0.99451,                0.99417,                  0.995,                0.80074,                0.78497,                0.30341,                  1.541,              0.0068221,              0.0068221,              0.0068221
                    323,                0.39727,                0.25519,                0.92917,                 0.9944,                0.99458,                  0.995,                 0.8022,                0.78514,                0.30327,                  1.541,              0.0068122,              0.0068122,              0.0068122
                    324,                0.40069,                0.25854,                0.92873,                0.99452,                0.99468,                  0.995,                0.80183,                0.78698,                 0.3031,                 1.5425,              0.0068023,              0.0068023,              0.0068023
                    325,                0.39362,                0.26017,                0.92735,                0.99445,                0.99478,                  0.995,                0.80157,                0.78709,                0.30258,                 1.5433,              0.0067924,              0.0067924,              0.0067924
                    326,                0.40255,                0.25979,                0.92329,                0.99458,                0.99471,                  0.995,                0.80073,                0.78698,                0.30434,                 1.5422,              0.0067825,              0.0067825,              0.0067825
                    327,                0.39647,                0.25616,                0.92483,                0.99508,                0.99538,                  0.995,                0.80135,                 0.7875,                0.30487,                 1.5433,              0.0067726,              0.0067726,              0.0067726
                    328,                 0.3907,                0.25907,                0.92128,                0.99516,                0.99593,                  0.995,                0.80104,                0.78542,                0.30382,                 1.5393,              0.0067627,              0.0067627,              0.0067627
                    329,                0.39588,                0.25609,                0.92293,                0.99495,                0.99638,                  0.995,                0.80221,                0.78577,                0.30281,                 1.5409,              0.0067528,              0.0067528,              0.0067528
                    330,                0.39855,                0.26001,                0.92827,                0.99468,                0.99687,                  0.995,                0.80254,                  0.784,                0.30327,                 1.5377,              0.0067429,              0.0067429,              0.0067429
                    331,                0.39087,                 0.2532,                0.92403,                0.99472,                0.99703,                  0.995,                0.80288,                0.78218,                0.30462,                 1.5345,               0.006733,               0.006733,               0.006733
                    332,                0.39118,                0.25338,                0.92627,                0.99475,                 0.9969,                  0.995,                0.80356,                0.77993,                0.30539,                 1.5315,              0.0067231,              0.0067231,              0.0067231
                    333,                0.38753,                0.25317,                0.92091,                0.99656,                0.99511,                  0.995,                0.80292,                0.77818,                0.30639,                 1.5265,              0.0067132,              0.0067132,              0.0067132
                    334,                0.39089,                0.25868,                0.92531,                0.99481,                0.99681,                  0.995,                0.80356,                0.77858,                0.30782,                 1.5271,              0.0067033,              0.0067033,              0.0067033
                    335,                0.39197,                0.25643,                0.92358,                0.99686,                0.99497,                  0.995,                0.80445,                0.77488,                0.30889,                 1.5226,              0.0066934,              0.0066934,              0.0066934
                    336,                0.39077,                0.25177,                0.91883,                0.99498,                0.99661,                  0.995,                0.80443,                0.77432,                0.30888,                 1.5225,              0.0066835,              0.0066835,              0.0066835
                    337,                0.39341,                0.25534,                0.92372,                  0.995,                0.99788,                  0.995,                0.80464,                0.77358,                0.30822,                 1.5227,              0.0066736,              0.0066736,              0.0066736
                    338,                0.39499,                0.25658,                0.92484,                0.99507,                0.99806,                  0.995,                0.80564,                0.77376,                0.30674,                 1.5234,              0.0066637,              0.0066637,              0.0066637
                    339,                0.38399,                0.25104,                0.91992,                0.99458,                0.99808,                  0.995,                0.80437,                0.77363,                 0.3064,                 1.5236,              0.0066538,              0.0066538,              0.0066538
                    340,                0.39238,                0.25796,                0.92648,                0.99453,                0.99812,                  0.995,                0.80457,                0.77363,                0.30572,                 1.5249,              0.0066439,              0.0066439,              0.0066439
                    341,                0.38947,                0.25443,                0.92876,                0.99424,                0.99818,                  0.995,                0.80403,                0.77328,                0.30574,                 1.5262,               0.006634,               0.006634,               0.006634
                    342,                0.38658,                0.25678,                0.91949,                0.99475,                0.99793,                  0.995,                0.80395,                0.77208,                0.30444,                  1.525,              0.0066241,              0.0066241,              0.0066241
                    343,                 0.3874,                0.25176,                0.92101,                0.99498,                0.99776,                  0.995,                0.80318,                0.77278,                0.30498,                 1.5262,              0.0066142,              0.0066142,              0.0066142
                    344,                0.38197,                 0.2492,                0.91599,                 0.9951,                0.99768,                  0.995,                0.80345,                0.77289,                 0.3047,                  1.527,              0.0066043,              0.0066043,              0.0066043
                    345,                0.39306,                0.25236,                0.92486,                0.99536,                0.99773,                  0.995,                0.80388,                0.77353,                0.30508,                  1.528,              0.0065944,              0.0065944,              0.0065944
                    346,                0.39428,                0.25639,                0.92719,                 0.9953,                0.99771,                  0.995,                 0.8034,                0.77449,                0.30551,                 1.5306,              0.0065845,              0.0065845,              0.0065845
                    347,                0.39218,                0.26245,                0.92576,                0.99564,                0.99746,                  0.995,                0.80396,                0.77512,                0.30563,                 1.5318,              0.0065746,              0.0065746,              0.0065746
                    348,                0.39444,                0.25846,                0.92553,                0.99561,                0.99753,                  0.995,                0.80465,                0.77618,                0.30386,                 1.5325,              0.0065647,              0.0065647,              0.0065647
                    349,                0.39326,                0.25507,                0.92528,                0.99548,                0.99761,                  0.995,                0.80434,                0.77659,                0.30332,                 1.5331,              0.0065548,              0.0065548,              0.0065548
                    350,                0.38839,                0.25535,                0.91993,                0.99582,                0.99736,                  0.995,                0.80469,                  0.775,                0.30379,                 1.5297,              0.0065449,              0.0065449,              0.0065449
                    351,                0.38582,                0.24741,                0.92217,                0.99569,                0.99699,                  0.995,                0.80457,                0.77438,                0.30294,                 1.5302,               0.006535,               0.006535,               0.006535
                    352,                0.38732,                0.24637,                0.92277,                0.99581,                0.99673,                  0.995,                0.80534,                0.77459,                0.30304,                 1.5317,              0.0065251,              0.0065251,              0.0065251
                    353,                0.38204,                0.25061,                0.91982,                0.99569,                0.99689,                  0.995,                0.80518,                0.77477,                 0.3026,                 1.5314,              0.0065152,              0.0065152,              0.0065152
                    354,                0.38485,                0.24829,                0.92004,                0.99559,                0.99704,                  0.995,                 0.8041,                0.77497,                0.30251,                 1.5325,              0.0065053,              0.0065053,              0.0065053
                    355,                 0.3834,                0.25461,                 0.9213,                0.99562,                0.99701,                  0.995,                0.80395,                0.77434,                0.30363,                 1.5336,              0.0064954,              0.0064954,              0.0064954
                    356,                0.38571,                0.25186,                0.92387,                0.99561,                0.99692,                  0.995,                0.80373,                0.77412,                0.30339,                  1.534,              0.0064855,              0.0064855,              0.0064855
                    357,                0.38104,                0.25202,                0.92448,                0.99542,                0.99693,                  0.995,                0.80349,                0.77565,                0.30293,                 1.5359,              0.0064756,              0.0064756,              0.0064756
                    358,                0.38672,                0.25237,                0.92248,                0.99548,                0.99701,                  0.995,                0.80346,                0.77558,                0.30317,                 1.5365,              0.0064657,              0.0064657,              0.0064657
                    359,                0.37932,                0.24864,                0.92018,                0.99557,                0.99706,                  0.995,                0.80406,                0.77634,                0.30188,                 1.5377,              0.0064558,              0.0064558,              0.0064558
                    360,                0.38254,                0.25228,                0.92197,                0.99563,                0.99703,                  0.995,                0.80385,                0.77611,                0.30243,                 1.5372,              0.0064459,              0.0064459,              0.0064459
                    361,                 0.3873,                0.25427,                0.92171,                0.99565,                0.99705,                  0.995,                 0.8037,                0.77636,                0.30238,                 1.5371,               0.006436,               0.006436,               0.006436
                    362,                0.38274,                0.24773,                0.92204,                 0.9958,                0.99708,                  0.995,                0.80276,                0.77675,                0.30259,                 1.5378,              0.0064261,              0.0064261,              0.0064261
                    363,                 0.3799,                0.24911,                0.91648,                 0.9958,                0.99708,                  0.995,                0.80372,                0.77716,                0.30246,                  1.539,              0.0064162,              0.0064162,              0.0064162
                    364,                0.37813,                0.24802,                0.91791,                0.99569,                0.99684,                  0.995,                0.80348,                0.77701,                0.30267,                 1.5398,              0.0064063,              0.0064063,              0.0064063
                    365,                0.38755,                0.25165,                0.92419,                0.99569,                0.99688,                  0.995,                0.80414,                0.77768,                0.30218,                  1.542,              0.0063964,              0.0063964,              0.0063964
                    366,                0.37643,                 0.2469,                0.91503,                0.99448,                 0.9973,                  0.995,                0.80283,                0.77861,                0.30244,                 1.5444,              0.0063865,              0.0063865,              0.0063865
                    367,                0.37997,                0.24739,                0.91851,                0.99383,                0.99774,                  0.995,                0.80312,                0.77956,                0.30197,                 1.5467,              0.0063766,              0.0063766,              0.0063766
                    368,                0.38731,                0.24861,                0.92276,                 0.9939,                0.99811,                  0.995,                0.80393,                0.78005,                0.30141,                  1.549,              0.0063667,              0.0063667,              0.0063667
                    369,                0.37972,                0.24485,                0.91776,                0.99394,                0.99828,                  0.995,                0.80431,                0.78059,                0.30072,                 1.5506,              0.0063568,              0.0063568,              0.0063568
                    370,                0.37647,                0.24847,                0.91667,                0.99399,                0.99841,                  0.995,                0.80489,                0.78006,                 0.3016,                 1.5486,              0.0063469,              0.0063469,              0.0063469
                    371,                0.37938,                0.24612,                0.91293,                0.99413,                0.99847,                  0.995,                0.80492,                0.77995,                0.30129,                 1.5483,               0.006337,               0.006337,               0.006337
                    372,                0.38029,                0.24865,                0.91824,                0.99433,                0.99845,                  0.995,                0.80482,                0.78098,                0.30021,                 1.5506,              0.0063271,              0.0063271,              0.0063271
                    373,                0.36875,                0.23862,                0.90973,                0.99439,                0.99832,                  0.995,                0.80516,                 0.7816,                0.29982,                 1.5522,              0.0063172,              0.0063172,              0.0063172
                    374,                0.37657,                0.24818,                0.92128,                0.99449,                0.99818,                  0.995,                 0.8044,                 0.7822,                0.29932,                 1.5535,              0.0063073,              0.0063073,              0.0063073
                    375,                0.37814,                0.24683,                0.91974,                0.99466,                0.99812,                  0.995,                0.80386,                0.78351,                0.29919,                 1.5558,              0.0062974,              0.0062974,              0.0062974
                    376,                 0.3766,                0.24689,                0.91425,                0.99472,                0.99794,                  0.995,                 0.8037,                0.78375,                 0.2991,                 1.5572,              0.0062875,              0.0062875,              0.0062875
                    377,                 0.3795,                0.24224,                0.91901,                0.99466,                0.99792,                  0.995,                0.80322,                0.78435,                0.29923,                 1.5586,              0.0062776,              0.0062776,              0.0062776
                    378,                0.37429,                0.24392,                0.91695,                0.99471,                0.99775,                  0.995,                 0.8033,                0.78355,                0.29917,                 1.5588,              0.0062677,              0.0062677,              0.0062677
