                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    176,                 0.5362,                0.34294,                0.99229,                0.98494,                0.99682,                 0.9948,                0.77457,                 0.8099,                0.35382,                 1.3803,              0.0082675,              0.0082675,              0.0082675
                    177,                0.52768,                 0.3365,                0.98607,                0.99172,                      1,                  0.995,                0.78208,                0.82461,                0.36266,                 1.3852,              0.0082576,              0.0082576,              0.0082576
                    178,                0.53055,                0.33767,                0.98861,                 0.9891,                0.99849,                  0.995,                0.77746,                0.86035,                0.36382,                 1.4368,              0.0082477,              0.0082477,              0.0082477
                    179,                0.53998,                0.34527,                0.99065,                0.99095,                      1,                  0.995,                0.77709,                0.81996,                0.36523,                 1.3806,              0.0082378,              0.0082378,              0.0082378
                    180,                 0.5384,                0.34449,                 1.0024,                0.98571,                0.99934,                  0.995,                0.77112,                0.80789,                0.36745,                 1.3455,              0.0082279,              0.0082279,              0.0082279
                    181,                0.53711,                0.36179,                0.99103,                0.98691,                0.99964,                  0.995,                0.79742,                0.75791,                0.34126,                 1.2718,               0.008218,               0.008218,               0.008218
                    182,                0.52349,                0.33815,                0.98407,                0.99206,                      1,                  0.995,                0.79488,                0.78965,                0.35903,                  1.356,              0.0082081,              0.0082081,              0.0082081
                    183,                0.53168,                0.34611,                0.99273,                0.98698,                0.99217,                0.99462,                0.78578,                0.76343,                0.37126,                 1.2914,              0.0081982,              0.0081982,              0.0081982
                    184,                0.53302,                0.34274,                 0.9834,                0.96215,                0.99067,                0.99366,                0.78391,                0.79338,                0.40028,                 1.3694,              0.0081883,              0.0081883,              0.0081883
                    185,                0.52293,                0.33554,                0.98264,                  0.985,                0.99398,                 0.9948,                 0.7975,                0.76632,                0.35559,                 1.3103,              0.0081784,              0.0081784,              0.0081784
                    186,                0.53775,                0.33829,                0.99516,                 0.9871,                0.99822,                  0.995,                0.81275,                0.70124,                0.33942,                 1.1945,              0.0081685,              0.0081685,              0.0081685
                    187,                0.52426,                0.34341,                0.98945,                0.98993,                0.99833,                  0.995,                 0.7997,                0.75452,                0.35505,                 1.2876,              0.0081586,              0.0081586,              0.0081586
                    188,                0.52529,                0.33929,                0.98992,                0.99212,                0.99167,                 0.9946,                0.78371,                0.79566,                0.36044,                 1.3474,              0.0081487,              0.0081487,              0.0081487
                    189,                0.52233,                 0.3405,                0.99345,                0.98174,                0.98977,                 0.9946,                0.79192,                0.79959,                0.38637,                 1.3609,              0.0081388,              0.0081388,              0.0081388
                    190,                0.52128,                0.33299,                0.98965,                0.98543,                      1,                 0.9944,                0.79045,                0.76117,                0.36271,                 1.3128,              0.0081289,              0.0081289,              0.0081289
                    191,                0.52205,                0.32861,                0.98412,                0.98912,                0.99811,                  0.995,                0.79361,                  0.773,                 0.3586,                 1.3625,               0.008119,               0.008119,               0.008119
                    192,                0.53175,                0.34004,                0.99034,                 0.9749,                0.98004,                0.98924,                0.78858,                0.75208,                0.37222,                 1.3246,              0.0081091,              0.0081091,              0.0081091
                    193,                0.51613,                0.33255,                0.98053,                0.99218,                 0.9939,                  0.995,                0.78835,                0.78184,                0.33771,                 1.3807,              0.0080992,              0.0080992,              0.0080992
                    194,                0.51551,                0.33746,                0.98324,                0.99308,                0.99704,                  0.995,                 0.7887,                0.79166,                0.35072,                 1.3465,              0.0080893,              0.0080893,              0.0080893
                    195,                0.52477,                0.34147,                 0.9866,                0.98519,                0.99704,                  0.995,                0.79266,                 0.7786,                0.33424,                 1.3441,              0.0080794,              0.0080794,              0.0080794
                    196,                0.52771,                 0.3351,                0.99097,                 0.9732,                0.99218,                  0.995,                0.79268,                 0.7944,                0.34575,                 1.3404,              0.0080695,              0.0080695,              0.0080695
                    197,                0.50996,                0.32709,                0.98161,                0.99483,                0.99744,                  0.995,                0.79746,                0.76392,                0.32091,                 1.3315,              0.0080596,              0.0080596,              0.0080596
                    198,                0.51139,                0.32973,                0.98168,                0.99546,                0.99381,                  0.995,                 0.7914,                0.77212,                0.34112,                 1.3496,              0.0080497,              0.0080497,              0.0080497
                    199,                0.53278,                0.33235,                0.99698,                0.99252,                      1,                  0.995,                0.78353,                0.79627,                0.33327,                 1.3654,              0.0080398,              0.0080398,              0.0080398
                    200,                 0.5202,                0.33497,                0.98568,                0.98799,                0.99089,                  0.995,                0.77614,                0.84468,                0.34661,                 1.4355,              0.0080299,              0.0080299,              0.0080299
                    201,                0.50597,                0.32895,                0.97988,                0.99028,                0.99668,                  0.995,                0.79352,                 0.7644,                0.33713,                 1.2848,                0.00802,                0.00802,                0.00802
                    202,                0.52047,                0.32494,                0.98521,                0.99198,                0.99984,                  0.995,                0.78351,                0.82618,                0.34224,                 1.4187,              0.0080101,              0.0080101,              0.0080101
                    203,                0.52101,                0.32994,                0.98613,                0.98404,                0.99035,                 0.9948,                0.77486,                0.80536,                0.34838,                 1.3782,              0.0080002,              0.0080002,              0.0080002
                    204,                0.52014,                0.32569,                0.98041,                0.98543,                0.99124,                 0.9948,                0.78129,                0.79759,                0.34942,                  1.378,              0.0079903,              0.0079903,              0.0079903
                    205,                0.51943,                0.33592,                0.98486,                0.99324,                0.98992,                0.99441,                0.78047,                0.77261,                0.35904,                 1.3775,              0.0079804,              0.0079804,              0.0079804
                    206,                0.51771,                0.32798,                0.98191,                0.98293,                0.99092,                  0.995,                 0.7821,                0.79795,                0.36133,                  1.424,              0.0079705,              0.0079705,              0.0079705
                    207,                0.50499,                0.32542,                0.98173,                0.98899,                0.99003,                0.99446,                0.77472,                0.83132,                0.33541,                 1.4544,              0.0079606,              0.0079606,              0.0079606
                    208,                0.51392,                0.34207,                0.98609,                0.97309,                0.99248,                 0.9948,                0.77722,                0.83098,                0.37377,                  1.441,              0.0079507,              0.0079507,              0.0079507
                    209,                0.51398,                0.32754,                 0.9846,                0.98554,                0.99363,                  0.995,                0.78846,                0.77833,                0.34775,                 1.3698,              0.0079408,              0.0079408,              0.0079408
                    210,                0.51313,                0.32111,                0.98288,                0.97701,                0.99506,                0.99417,                0.78356,                0.80516,                0.34831,                 1.3763,              0.0079309,              0.0079309,              0.0079309
                    211,                 0.5029,                 0.3236,                0.97247,                0.98897,                 0.9933,                0.99446,                0.76901,                0.82373,                 0.3849,                 1.4314,               0.007921,               0.007921,               0.007921
                    212,                0.51801,                0.32916,                0.98948,                0.98945,                0.99774,                  0.995,                0.78214,                0.78371,                0.38128,                 1.3666,              0.0079111,              0.0079111,              0.0079111
                    213,                0.50901,                0.32277,                0.98039,                0.98592,                 0.9851,                 0.9948,                0.79163,                0.81681,                0.35609,                 1.4083,              0.0079012,              0.0079012,              0.0079012
                    214,                0.50601,                0.31788,                0.97636,                0.98843,                0.99712,                  0.995,                0.79525,                0.79044,                0.32957,                 1.3481,              0.0078913,              0.0078913,              0.0078913
                    215,                0.52192,                0.32194,                0.98969,                 0.9851,                0.99573,                 0.9948,                0.79222,                 0.8124,                0.36462,                 1.3991,              0.0078814,              0.0078814,              0.0078814
                    216,                 0.5117,                0.33689,                0.98419,                0.99226,                      1,                  0.995,                0.78599,                0.80693,                0.37214,                 1.3794,              0.0078715,              0.0078715,              0.0078715
                    217,                0.49766,                0.32094,                0.97805,                0.98674,                0.99955,                  0.995,                 0.7772,                0.85325,                0.33625,                  1.431,              0.0078616,              0.0078616,              0.0078616
                    218,                0.51593,                0.33219,                0.98787,                0.98112,                0.99826,                  0.995,                 0.7884,                0.80331,                0.34147,                 1.3371,              0.0078517,              0.0078517,              0.0078517
                    219,                 0.4922,                0.31918,                0.97126,                0.96623,                0.99609,                  0.995,                0.79941,                0.80866,                0.37418,                 1.4186,              0.0078418,              0.0078418,              0.0078418
                    220,                0.49987,                0.32103,                0.97385,                 0.9859,                  0.986,                 0.9946,                0.78918,                0.80737,                0.34664,                  1.415,              0.0078319,              0.0078319,              0.0078319
                    221,                0.49995,                0.31521,                0.98171,                0.98763,                0.99384,                 0.9948,                0.78532,                0.82448,                 0.3358,                 1.4238,               0.007822,               0.007822,               0.007822
                    222,                0.49892,                0.31443,                0.98189,                0.98926,                0.98987,                 0.9948,                0.79096,                0.83595,                0.33139,                 1.4724,              0.0078121,              0.0078121,              0.0078121
                    223,                  0.509,                0.32558,                0.96978,                0.99286,                0.99701,                  0.995,                0.77179,                0.86656,                0.33847,                 1.5165,              0.0078022,              0.0078022,              0.0078022
                    224,                0.50003,                0.31737,                0.97343,                0.98704,                0.99407,                  0.995,                0.77724,                  0.871,                0.34879,                 1.4999,              0.0077923,              0.0077923,              0.0077923
                    225,                0.49095,                0.31577,                0.97153,                 0.9917,                0.99724,                  0.995,                0.78602,                 0.7879,                0.35354,                 1.3609,              0.0077824,              0.0077824,              0.0077824
                    226,                0.49594,                0.31232,                0.97363,                0.99084,                0.98985,                 0.9948,                0.79377,                 0.7761,                0.35469,                 1.3808,              0.0077725,              0.0077725,              0.0077725
                    227,                0.50201,                0.32631,                0.97853,                 0.9904,                0.99942,                  0.995,                0.77978,                 0.8202,                0.35837,                  1.422,              0.0077626,              0.0077626,              0.0077626
                    228,                0.50147,                0.33039,                0.97952,                0.98384,                0.99861,                  0.995,                0.78388,                0.81533,                0.35534,                 1.4209,              0.0077527,              0.0077527,              0.0077527
                    229,                0.49513,                 0.3222,                0.97842,                0.98284,                0.99334,                 0.9948,                0.78304,                0.81328,                0.35745,                 1.4201,              0.0077428,              0.0077428,              0.0077428
                    230,                0.49927,                0.31176,                0.97205,                0.99136,                0.99815,                  0.995,                0.78415,                0.82558,                0.34348,                 1.4242,              0.0077329,              0.0077329,              0.0077329
                    231,                0.50229,                0.31537,                 0.9714,                0.97676,                0.99637,                  0.995,                0.78596,                0.80819,                0.33359,                 1.4183,               0.007723,               0.007723,               0.007723
                    232,                0.49866,                0.31156,                0.97396,                0.97567,                 0.9883,                  0.995,                0.78498,                0.82821,                0.35742,                 1.4319,              0.0077131,              0.0077131,              0.0077131
                    233,                0.50423,                0.32754,                0.97449,                0.97076,                0.99664,                 0.9948,                0.80141,                 0.7842,                0.35436,                 1.3851,              0.0077032,              0.0077032,              0.0077032
                    234,                0.50354,                0.32356,                0.97869,                0.98167,                0.99611,                  0.995,                0.79626,                0.75827,                0.37551,                 1.3054,              0.0076933,              0.0076933,              0.0076933
                    235,                0.49416,                0.32082,                 0.9712,                0.98783,                      1,                  0.995,                0.79207,                0.76256,                0.37069,                 1.3212,              0.0076834,              0.0076834,              0.0076834
                    236,                0.50001,                0.31499,                0.97687,                0.96807,                0.99109,                  0.995,                0.79772,                0.75931,                0.38738,                 1.3074,              0.0076735,              0.0076735,              0.0076735
                    237,                0.49287,                  0.316,                0.97444,                0.97513,                 0.9941,                 0.9948,                0.79214,                0.76441,                0.38295,                 1.3405,              0.0076636,              0.0076636,              0.0076636
                    238,                0.49631,                0.31823,                0.97348,                0.96812,                0.99308,                0.99421,                0.79815,                0.72328,                0.36606,                 1.2991,              0.0076537,              0.0076537,              0.0076537
                    239,                 0.4866,                0.31576,                0.97099,                0.96971,                0.96663,                0.99362,                0.77394,                0.87032,                0.40403,                 1.5356,              0.0076438,              0.0076438,              0.0076438
                    240,                0.49455,                0.31596,                0.97698,                0.97284,                0.98018,                 0.9948,                0.77363,                0.84609,                 0.3733,                 1.5055,              0.0076339,              0.0076339,              0.0076339
                    241,                0.48967,                0.30917,                0.97273,                0.98974,                0.99513,                  0.995,                 0.7891,                0.80381,                0.32553,                 1.4141,               0.007624,               0.007624,               0.007624
                    242,                0.49937,                0.32013,                0.97538,                0.99255,                0.99474,                 0.9948,                0.78189,                0.82456,                0.32849,                 1.4705,              0.0076141,              0.0076141,              0.0076141
                    243,                0.48989,                0.31113,                0.96758,                0.99348,                0.99956,                  0.995,                0.79099,                 0.8113,                0.32722,                 1.4415,              0.0076042,              0.0076042,              0.0076042
                    244,                 0.4918,                0.31588,                0.96756,                 0.9857,                0.99888,                  0.995,                0.79821,                0.77253,                0.34662,                 1.3895,              0.0075943,              0.0075943,              0.0075943
                    245,                0.49389,                 0.3209,                0.97767,                0.99086,                0.98918,                  0.995,                0.79515,                0.77612,                 0.3509,                  1.374,              0.0075844,              0.0075844,              0.0075844
                    246,                0.48411,                0.31418,                0.96572,                0.99019,                0.99722,                  0.995,                0.80174,                0.78247,                0.37241,                 1.4174,              0.0075745,              0.0075745,              0.0075745
                    247,                0.48075,                0.30649,                0.96519,                0.98892,                0.99953,                  0.995,                0.78476,                0.81159,                 0.3656,                 1.4279,              0.0075646,              0.0075646,              0.0075646
                    248,                0.48495,                0.31088,                0.96856,                0.97367,                0.98847,                  0.995,                0.79337,                0.75927,                0.37986,                 1.3628,              0.0075547,              0.0075547,              0.0075547
                    249,                0.49387,                0.31982,                 0.9726,                0.97047,                0.99446,                  0.995,                0.78078,                0.77762,                0.38224,                  1.375,              0.0075448,              0.0075448,              0.0075448
                    250,                0.48969,                0.31394,                0.96819,                0.95016,                0.98235,                 0.9948,                0.78304,                0.79492,                0.38666,                 1.4047,              0.0075349,              0.0075349,              0.0075349
                    251,                0.48698,                0.31658,                0.96952,                0.94201,                0.97491,                0.99015,                0.78282,                0.80018,                0.39151,                 1.3977,               0.007525,               0.007525,               0.007525
                    252,                0.48802,                0.30866,                0.96856,                0.94772,                0.98091,                 0.9924,                0.79341,                0.78758,                0.36234,                 1.3748,              0.0075151,              0.0075151,              0.0075151
                    253,                 0.4673,                0.30413,                0.95505,                0.97408,                0.98351,                 0.9948,                0.79137,                0.78391,                0.33973,                 1.3983,              0.0075052,              0.0075052,              0.0075052
                    254,                0.48092,                0.30507,                0.96875,                0.97797,                0.99507,                  0.995,                0.77891,                0.83379,                0.35048,                 1.4382,              0.0074953,              0.0074953,              0.0074953
                    255,                0.47911,                 0.3072,                0.96894,                0.98332,                0.99613,                  0.995,                0.77521,                 0.8705,                0.35221,                 1.5268,              0.0074854,              0.0074854,              0.0074854
                    256,                0.47305,                0.30312,                0.95851,                0.98654,                0.99772,                  0.995,                0.78398,                0.83751,                0.33765,                 1.4852,              0.0074755,              0.0074755,              0.0074755
                    257,                0.48796,                0.30949,                0.96842,                0.98941,                      1,                  0.995,                0.78196,                0.80313,                0.33337,                 1.4059,              0.0074656,              0.0074656,              0.0074656
                    258,                0.47957,                0.31027,                0.96502,                0.98782,                 0.9968,                  0.995,                 0.7779,                0.84168,                0.33182,                 1.4831,              0.0074557,              0.0074557,              0.0074557
                    259,                0.47553,                0.29886,                0.96578,                0.97067,                0.99209,                0.99462,                0.76157,                0.86195,                0.36237,                 1.5383,              0.0074458,              0.0074458,              0.0074458
                    260,                0.48953,                0.31063,                0.97035,                0.95874,                0.99779,                  0.995,                0.77163,                0.86784,                0.36664,                 1.5648,              0.0074359,              0.0074359,              0.0074359
                    261,                0.49242,                 0.3154,                0.98053,                0.98228,                0.99798,                  0.995,                0.78865,                0.81798,                0.33904,                 1.4842,               0.007426,               0.007426,               0.007426
                    262,                0.48097,                0.30364,                0.96388,                0.98861,                0.99866,                  0.995,                0.79317,                0.77414,                0.35135,                 1.3873,              0.0074161,              0.0074161,              0.0074161
                    263,                0.48385,                0.30527,                0.97101,                0.98555,                0.99927,                 0.9948,                0.79871,                0.78196,                  0.341,                 1.4002,              0.0074062,              0.0074062,              0.0074062
                    264,                0.47323,                0.30233,                0.96473,                0.99205,                      1,                  0.995,                0.79361,                0.76696,                0.33803,                 1.3636,              0.0073963,              0.0073963,              0.0073963
                    265,                0.48975,                 0.3161,                0.97148,                0.98385,                 0.9998,                 0.9948,                0.78562,                0.79152,                0.33597,                 1.4148,              0.0073864,              0.0073864,              0.0073864
                    266,                0.48648,                0.31449,                 0.9606,                0.98829,                0.98401,                0.99462,                0.77918,                0.82676,                 0.3391,                 1.4389,              0.0073765,              0.0073765,              0.0073765
                    267,                 0.4731,                0.30206,                0.96412,                 0.9889,                0.99289,                 0.9948,                 0.7781,                0.82696,                0.34382,                 1.4238,              0.0073666,              0.0073666,              0.0073666
                    268,                0.47432,                0.30306,                0.96488,                0.97522,                0.99875,                 0.9948,                0.78208,                0.83739,                0.34626,                 1.4611,              0.0073567,              0.0073567,              0.0073567
                    269,                0.47843,                0.31109,                0.97101,                0.97825,                      1,                 0.9944,                0.79599,                0.80222,                0.34848,                 1.4306,              0.0073468,              0.0073468,              0.0073468
                    270,                0.46731,                 0.2967,                 0.9557,                0.98686,                0.99174,                 0.9948,                0.78972,                0.81866,                 0.3342,                 1.4614,              0.0073369,              0.0073369,              0.0073369
                    271,                0.47615,                0.30614,                0.96247,                0.97351,                      1,                  0.995,                0.79125,                0.79357,                0.33514,                 1.4093,               0.007327,               0.007327,               0.007327
                    272,                0.48123,                0.31694,                0.96676,                 0.9926,                0.99864,                  0.995,                0.77518,                0.84978,                0.34485,                 1.4741,              0.0073171,              0.0073171,              0.0073171
                    273,                0.46825,                0.30126,                0.95649,                 0.9921,                      1,                  0.995,                0.79523,                0.79959,                0.35516,                 1.4128,              0.0073072,              0.0073072,              0.0073072
                    274,                0.47567,                0.30759,                0.96716,                0.98351,                0.99373,                  0.995,                0.79415,                0.82196,                0.33767,                 1.5076,              0.0072973,              0.0072973,              0.0072973
                    275,                0.47505,                0.30389,                0.96357,                0.98307,                      1,                  0.995,                0.79086,                0.81935,                0.32793,                 1.4949,              0.0072874,              0.0072874,              0.0072874
                    276,                0.47219,                 0.3026,                0.96338,                0.97805,                0.99562,                  0.995,                0.79531,                0.82783,                0.34358,                 1.4762,              0.0072775,              0.0072775,              0.0072775
                    277,                 0.4625,                0.30339,                0.95942,                0.98583,                 0.9966,                  0.995,                0.79079,                0.80749,                0.34381,                 1.4801,              0.0072676,              0.0072676,              0.0072676
                    278,                0.47478,                0.30574,                0.96814,                 0.9865,                0.99792,                  0.995,                0.78386,                0.82001,                0.34531,                  1.485,              0.0072577,              0.0072577,              0.0072577
                    279,                0.46289,                0.29824,                0.95666,                0.98668,                0.99574,                  0.995,                0.78914,                0.82767,                0.33999,                 1.4901,              0.0072478,              0.0072478,              0.0072478
                    280,                0.46693,                0.30135,                0.96631,                0.98104,                0.99127,                  0.995,                0.78661,                0.83299,                0.34194,                 1.4849,              0.0072379,              0.0072379,              0.0072379
                    281,                0.46752,                0.29818,                 0.9632,                0.97807,                0.99094,                  0.995,                0.78217,                0.85175,                0.35738,                 1.5146,               0.007228,               0.007228,               0.007228
                    282,                0.47562,                 0.3042,                0.95933,                0.98438,                 0.9905,                  0.995,                0.79648,                0.83477,                0.34526,                 1.5052,              0.0072181,              0.0072181,              0.0072181
                    283,                0.47476,                 0.3015,                 0.9582,                0.98488,                0.99737,                  0.995,                0.78519,                0.87061,                0.34703,                 1.5654,              0.0072082,              0.0072082,              0.0072082
                    284,                0.47605,                0.30337,                0.96423,                0.97634,                      1,                  0.995,                0.78534,                0.84521,                 0.3689,                 1.5246,              0.0071983,              0.0071983,              0.0071983
                    285,                0.45665,                0.29506,                0.95276,                0.98898,                0.99743,                  0.995,                0.77891,                0.86207,                0.37789,                 1.5568,              0.0071884,              0.0071884,              0.0071884
                    286,                0.45347,                0.29252,                0.95377,                0.98355,                0.99498,                  0.995,                0.77866,                0.86527,                0.37208,                 1.5458,              0.0071785,              0.0071785,              0.0071785
                    287,                0.46361,                0.29534,                0.96202,                0.99001,                0.99471,                  0.995,                0.78836,                0.83456,                0.35167,                 1.5256,              0.0071686,              0.0071686,              0.0071686
                    288,                0.46006,                0.30026,                0.95281,                0.99186,                0.99905,                  0.995,                0.79305,                0.83348,                0.33841,                  1.529,              0.0071587,              0.0071587,              0.0071587
                    289,                0.46663,                0.30689,                   0.96,                0.98603,                0.98444,                  0.995,                0.80196,                0.80347,                0.36513,                 1.4382,              0.0071488,              0.0071488,              0.0071488
                    290,                0.46058,                0.29422,                0.95636,                0.98174,                0.98897,                  0.995,                0.78936,                0.83503,                0.36074,                 1.4934,              0.0071389,              0.0071389,              0.0071389
                    291,                0.46802,                0.30983,                0.96059,                0.98475,                0.99888,                  0.995,                0.79215,                0.84423,                0.34439,                 1.4929,               0.007129,               0.007129,               0.007129
                    292,                0.46442,                0.29387,                0.95686,                0.98704,                0.99735,                  0.995,                0.77562,                0.88499,                0.34068,                 1.5998,              0.0071191,              0.0071191,              0.0071191
                    293,                0.46236,                0.29444,                0.95475,                0.98648,                0.99556,                 0.9948,                0.78058,                 0.8572,                0.36381,                 1.5154,              0.0071092,              0.0071092,              0.0071092
                    294,                  0.466,                0.29051,                0.95916,                0.97626,                0.98774,                 0.9934,                0.78048,                0.83342,                0.35697,                 1.4959,              0.0070993,              0.0070993,              0.0070993
                    295,                0.46464,                0.29728,                 0.9606,                0.96706,                0.99196,                0.99337,                0.78058,                0.86446,                0.35051,                 1.5477,              0.0070894,              0.0070894,              0.0070894
                    296,                0.46116,                0.29782,                0.95772,                0.98397,                0.98865,                0.99424,                0.78073,                0.85835,                0.34307,                 1.5509,              0.0070795,              0.0070795,              0.0070795
                    297,                 0.4637,                0.29636,                0.95586,                0.98627,                 0.9987,                  0.995,                0.79046,                0.83518,                0.33052,                 1.5089,              0.0070696,              0.0070696,              0.0070696
                    298,                0.46981,                0.31094,                0.95804,                0.98748,                0.99842,                  0.995,                0.80426,                0.79882,                0.32997,                 1.4405,              0.0070597,              0.0070597,              0.0070597
                    299,                0.45546,                0.29829,                0.95113,                 0.9901,                0.99467,                  0.995,                0.80744,                0.77219,                0.33316,                   1.42,              0.0070498,              0.0070498,              0.0070498
                    300,                0.47228,                0.29563,                0.95985,                0.98635,                0.99716,                  0.995,                0.79544,                0.80966,                0.34559,                 1.4644,              0.0070399,              0.0070399,              0.0070399
                    301,                0.45989,                0.28428,                0.95272,                0.98399,                0.99772,                  0.995,                0.78277,                0.84196,                0.35966,                 1.5165,                0.00703,                0.00703,                0.00703
                    302,                0.46407,                0.29319,                0.96027,                0.98723,                0.99654,                  0.995,                0.78004,                0.83447,                0.36018,                 1.5035,              0.0070201,              0.0070201,              0.0070201
                    303,                0.46076,                0.29295,                0.95228,                0.98915,                0.98927,                  0.995,                0.78211,                0.83503,                0.35418,                 1.5301,              0.0070102,              0.0070102,              0.0070102
                    304,                0.45246,                0.29195,                0.94817,                0.97969,                 0.9878,                  0.995,                 0.7838,                0.84509,                0.36596,                 1.5452,              0.0070003,              0.0070003,              0.0070003
                    305,                 0.4622,                0.29366,                0.95646,                0.98037,                0.97637,                 0.9948,                0.79033,                0.81143,                0.36684,                 1.4615,              0.0069904,              0.0069904,              0.0069904
                    306,                0.45861,                0.29613,                0.95739,                0.98553,                0.98468,                 0.9948,                0.79138,                0.81293,                0.34559,                 1.4644,              0.0069805,              0.0069805,              0.0069805
                    307,                0.44314,                0.28049,                0.94524,                0.98643,                0.98605,                  0.995,                0.78913,                0.81228,                0.35962,                 1.4526,              0.0069706,              0.0069706,              0.0069706
                    308,                0.45581,                0.28519,                0.95033,                0.98138,                0.98475,                  0.995,                0.79524,                0.78796,                0.37508,                 1.4107,              0.0069607,              0.0069607,              0.0069607
                    309,                 0.4549,                0.29124,                0.95562,                0.98915,                0.98827,                  0.995,                0.78886,                0.79671,                0.36672,                 1.4326,              0.0069508,              0.0069508,              0.0069508
